ID	caption
ImageCLEFmedCaption_2022_train_000884	contrast angiography show aberrant left subclavian artery arrow arise from the kommerells diverticulum kd kommerells diverticulum
ImageCLEFmedCaption_2022_train_000885	final angiography image a new  baremetal stent prokinetic biotronik be deploy and impact with a noncompliant  balloon in the proximal lesion to cover the deformed everolimuseluting stent
ImageCLEFmedCaption_2022_train_000886	venography of the coronary sinus cs in the shallow left anterior oblique projection during the process of cardiac resynchronization therapy injection in the cs via the guide catheter gc illustrate the cs anatomy for appropriate cs lead placement the right ventricular lead be show with the vertical arrow
ImageCLEFmedCaption_2022_train_000887	leave ventriculogram show a left ventricular diverticulum arrow
ImageCLEFmedCaption_2022_train_000888	anterior posterior fluoroscopic image of bilateral dorsal root ganglion stimulation lead on the  level
ImageCLEFmedCaption_2022_train_000889	final timi  of culprit artery
ImageCLEFmedCaption_2022_train_000890	nephrostogram demonstrate midureteral stricture
ImageCLEFmedCaption_2022_train_000891	fractured plastic biliary stent uloop in the cbd and proximally migrate into the right biliary duct
ImageCLEFmedCaption_2022_train_000892	dripinfusion cholangiographycompute tomography scan fortyeight day postoperatively the right accessory hepatic duct be intact black arrow and it dominate an anterior segment of the right hepatic lobe as indicate by the intraoperative cholangiography scan
ImageCLEFmedCaption_2022_train_000893	case  a  electrocardiogram with inferolateral early repolarization pattern with jpoint elevation and qrs slur after hypothermia treatment red arrow
ImageCLEFmedCaption_2022_train_000894	depth of implant measurement the arrow show the hinge point between the device and neighboring sinus of valsalva next the red line be draw from the septal to the nonseptal hinge point the yellow line draw perpendicularly from the red line to the extremity of the device frame represent depth on the septal side leave and the nonseptal side right
ImageCLEFmedCaption_2022_train_000895	extravasation of the contrast agent red arrow follow submandibular duct rupture during sialography an intraglandular radiopaque calculus be see circle white arrow indicate the submandibular duct
ImageCLEFmedCaption_2022_train_000896	ventriculogram diastole
ImageCLEFmedCaption_2022_train_000897	renal cyst cavity ablation use  resectoscope and roller ball diathermy
ImageCLEFmedCaption_2022_train_000898	selective angiography perform by steer the microcatheter red arrow into the right uterine artery demonstrate supply of a large fibroid red circle
ImageCLEFmedCaption_2022_train_000899	arteriogram demonstrate the occlude peripheral splenic arterial branch and several clip note the absence of vascular contrast to the superior pole of the spleen splenic infarction occur with peripheral branch occlusion due to limited collateral circulation
ImageCLEFmedCaption_2022_train_000900	coronal planar cerebral dsa follow coil the arrow identify an incidental leave  middle cerebral artery aneurysm
ImageCLEFmedCaption_2022_train_000901	selective leave coronary angiogram right anterior oblique  caudal  follow fistula closure with amplatzer vascular plug arrowlcx  leave circumflex artery
ImageCLEFmedCaption_2022_train_000902	fluoroscopic image of a wire coil into a pancreatic fluid collection
ImageCLEFmedCaption_2022_train_000903	application of a  wide  long cover stentgraft
ImageCLEFmedCaption_2022_train_000904	ercp show cbd be cannulate at the ampulla use guidewire technique
ImageCLEFmedCaption_2022_train_000905	similar projection show resolution of thrombus with normal underlying coronary artery
ImageCLEFmedCaption_2022_train_000906	after embolization there be no filling of the pseudoaneurysm
ImageCLEFmedCaption_2022_train_000907	venogram demonstrate occlusion of the left common iliac vein
ImageCLEFmedCaption_2022_train_000908	coronary angiography lao   view show good final result after proximal rca stent deployment
ImageCLEFmedCaption_2022_train_000909	rca  final result
ImageCLEFmedCaption_2022_train_000910	endoscopic retrograde cholangiopancreatography show contrast within dilated biliary tree solid arrow and daughter cyst within proximal hepatic duct curved arrow
ImageCLEFmedCaption_2022_train_000911	the static biomechanical model of unipodal stance during gait the body weight vector fw run perpendicular to the ground and originate from the center of mass be counter balanced by the abductor force fa the magnitude of the bodyweight equal the bodyweight minus that of the weightbearing leg the abductor force pull along the trajectory of the gluteus mediusminimus muscle fiber the bodyweight lever arm b be the perpendicular dbetance between the center of hip rotation and the bodyweight vector as the center of mass move laterally and the bodyweight increase the abductor force will need to increase the abductor lever arm a be the perpendicular dbetance between the center of hip rotation and the abductor force vector if the abductor lever arm morphologically increase the abductor force need to counterbalance a give load decrease
ImageCLEFmedCaption_2022_train_000912	an anteroposterior view of right coronary angiogram show distal culprit lesion and severe tortuosity of mid rca rca right coronary artery
ImageCLEFmedCaption_2022_train_000913	note the unusual horizontal orientation of rl main bronchi and carina with contrast in the esophagus and bronchial tree visualize use fluoroscopy
ImageCLEFmedCaption_2022_train_000914	selective coronary angiogram with catheter in the left main coronary artery lm severe stenosis with tapering of the left main coronary artery distally and with poststenotic dilation aneurysm be see arrow indicate the midlm coronary artery and tight stenosis of the lm coronary artery distally
ImageCLEFmedCaption_2022_train_000915	angiography show ascend pharyngeal artery as tumor feed vessel
ImageCLEFmedCaption_2022_train_000916	saccular pseudoaneurysm in the gastroduodenal artery arrow before embolization be perform first angiography
ImageCLEFmedCaption_2022_train_000917	dilatation of the sphincter of oddi with a balloon catheter be perform
ImageCLEFmedCaption_2022_train_000918	flouroscopic guide foreign body removal
ImageCLEFmedCaption_2022_train_000919	typical gev supply in  man with type  gev portal venogram perform after tip creation depict gev supply from lgv white arrowhead and pgv black arrowhead
ImageCLEFmedCaption_2022_train_000920	ontable angiogram show right  saccular popliteal artery aneurysm prestent
ImageCLEFmedCaption_2022_train_000921	lateral digital subtraction angiography image of the right common carotid artery show complete occlusion of the extracranial internal carotid artery arrow
ImageCLEFmedCaption_2022_train_000922	male present with edema of leg erythema pain and abdominal swelling and be later diagnose with chronic aortocaval fistula abdominal aortography show two fistula star between the abdominal aorta and the ivc
ImageCLEFmedCaption_2022_train_000923	the right coronary system also have similar feature on injection of the contrast
ImageCLEFmedCaption_2022_train_000924	preoperative dsa imaging
ImageCLEFmedCaption_2022_train_000925	intraoperative angiography vascular stent implantation with an effective left pulmonary artery lpa dilatation via peripheral access
ImageCLEFmedCaption_2022_train_000926	tubular hypoplasia of the aortic arch and coarctation in a  female maximal intensity projection image obtain by contrastenhance mr angiography clearly show arch hypoplasia and coarctation arrow this patient also suffer intracerebral hemorrhage probably associate with coarctation
ImageCLEFmedCaption_2022_train_000927	transkher cholangiography at the end of the surgical procedure no evidence of any filling defect in the biliary tree and good passage of the contrast medium into the duodenum
ImageCLEFmedCaption_2022_train_000928	an avp i be successfully deploy across the baffle leak through the jugular approach reproduce with permission from reference
ImageCLEFmedCaption_2022_train_000929	a left approach slightly deviate from the subxiphoid be adopt and the obstruct bile duct segment be expand by the balloon introduce by a guidewire
ImageCLEFmedCaption_2022_train_000930	a conventional coronary angiographic image at a right anterior obliquecaudal view two aneurysm be homogenously enhance by contrast a and b the large aneurysm show irregular enhancement in the periphery black arrow and most of the central bea be fill with thrombus c the second aneurysm of the left circumflex artery show homogenous filling with contrast material b faint contrast stain be note on the dbetal side of the large aneurysm white arrow a delay image might have show collateral that be see on ct angiography ra ramus intermedius ct compute tomography
ImageCLEFmedCaption_2022_train_000931	digital subtraction angiogram dsashowing stenosis of the distal portion of the ica white arrow
ImageCLEFmedCaption_2022_train_000932	rich collateral formation between left circumflex artery and right lung assume as multiple fistula
ImageCLEFmedCaption_2022_train_000933	aortogram follow single coil occlusion of the aortopulmonary collateral vessel
ImageCLEFmedCaption_2022_train_000934	leave coronary angiogram demonstrate vascular supply to the myxoma
ImageCLEFmedCaption_2022_train_000935	near occlusive valve lao cs angiogram demonstrate a near occlusive valve about  cm from the coronary sinus thbe be a frequent site to find the valve of vieussens
ImageCLEFmedCaption_2022_train_000936	case  carotid artery angiography show the position of the balloon and filter the carotid artery angiographic image show the wire arrow and filter use in the petrous portion of the left internal carotid artery the balloon arrow be ready to inflate
ImageCLEFmedCaption_2022_train_000937	selective catherization use a microcatheter yellow arrow of the feeding vessel supply the tumor yellow dash circle
ImageCLEFmedCaption_2022_train_000938	embolic agent of cellulose sponge plug be inject into the splenic artery
ImageCLEFmedCaption_2022_train_000939	upper gastrointestinal contrast xray check of esophagojejunostomy at postoperative
ImageCLEFmedCaption_2022_train_000940	top view of vertebral body with cavitycreate balloon in place kyphon
ImageCLEFmedCaption_2022_train_000941	arteriography of the right arm present brachial artery coil arrowhead
ImageCLEFmedCaption_2022_train_000942	retain  basket orange arrow show with percutaneous access sheath in position
ImageCLEFmedCaption_2022_train_000943	show  midspiral right coronary artery dissection
ImageCLEFmedCaption_2022_train_000944	angiogram of mid left anterior descending artery lesion after standard pci
ImageCLEFmedCaption_2022_train_000945	case  a  electrocardiogram with inferolateral early repolarization pattern with jpoint elevation and qrs slur after hypothermia treatment red arrow
ImageCLEFmedCaption_2022_train_000946	right anterior oblique cranial view of a thrombolysis in myocardial infarctioniii flow after successfully treat with percutaneous coronary intervention of the thrombotic right coronary artery
ImageCLEFmedCaption_2022_train_000947	super dominant rca arise from right sinus in leave anterior oblique view
ImageCLEFmedCaption_2022_train_000948	central venogram depict absent right and persistent leave svc
ImageCLEFmedCaption_2022_train_000949	angiography show dilatation pulmonary valve after balloon inflation
ImageCLEFmedCaption_2022_train_000950	selective coronary angiography demonstrate unexpanded stent embed in the proximal part of the circumflex artery
ImageCLEFmedCaption_2022_train_000951	preintervention angiographic image show extensive lad thrombosis lad leave anterior descend coronary artery lcx leave circumflex coronary artery
ImageCLEFmedCaption_2022_train_000952	the image show intracardiac echocardiography ice probe in a tavi procedure tavi transcatheter aortic valve implantation
ImageCLEFmedCaption_2022_train_000953	transbuccal fluoroscopy after reduction arrow point to the asymmetric distance between the lateral masse of the atlas and the den axis
ImageCLEFmedCaption_2022_train_000954	final angiogram case
ImageCLEFmedCaption_2022_train_000955	the filling defect in the left proximal ureteropelvic junction on magnetic resonance urography
ImageCLEFmedCaption_2022_train_000956	digital subtraction venography demonstrate stasis of the sigmoidal stomal varix with normal opacification of the superior rectal vein
ImageCLEFmedCaption_2022_train_000957	angiographic view of the patent saphenous venous graft to obtuse marginal branch
ImageCLEFmedCaption_2022_train_000958	wire place over the par interarticularis on lateral view xray
ImageCLEFmedCaption_2022_train_000959	percutaneous transhepatic biliary drainage cholangiogram reveal biliary leak from the right posterior sectoral duct
ImageCLEFmedCaption_2022_train_000960	final angiographic result after pci of the anomalous circumflex artery
ImageCLEFmedCaption_2022_train_000961	leave internal carotid angiography show a paraclinoid aneurysm
ImageCLEFmedCaption_2022_train_000962	rgp image
ImageCLEFmedCaption_2022_train_000963	selective right external carotid artery angiogram lateral projection show a dural arteriovenous arrow fistula feed by the branch of the occipital artery and drain into the perimedullary vein arrowhead around the brainstem and cervical spinal cord
ImageCLEFmedCaption_2022_train_000964	angiogram after stent placement
ImageCLEFmedCaption_2022_train_000965	right coronary artery rca after bare metal implantation in the mid rca
ImageCLEFmedCaption_2022_train_000966	ventriculography perform on lao position reveal minor aneurysm in the apical region
ImageCLEFmedCaption_2022_train_000967	upper gastrointestinal series demonstrate complete duodenal stenosis by a sharply demarcate mass arrow
ImageCLEFmedCaption_2022_train_000968	angiography mpa main pulmonary artery ao aorta wd window ductus
ImageCLEFmedCaption_2022_train_000969	successful recanalization follow by stente of the duct be do a small luminal defect be see inside the stente portion
ImageCLEFmedCaption_2022_train_000970	hemorrhage feed by two perforate artery locate at the tip of the first and fourth screw
ImageCLEFmedCaption_2022_train_000971	selective digital subtraction arteriography of the right kidney show an area of tortuous vascular channel locate in the low renal pole the image take a few second after the injection of contrast material demonstrate also early filling of the renal vein
ImageCLEFmedCaption_2022_train_000972	typical apical ballooning akinesia of midventricular and apical left ventricular segment and hyperkinesis of basal segment
ImageCLEFmedCaption_2022_train_000973	water soluble contrast enema gastrograffin no therapeutic benefit be achieve an obstructive lesion in the proximal descend colon be identify no contrast pass beyond thbe
ImageCLEFmedCaption_2022_train_000974	pseudoaneurysm of the right hepatic artery on angiogram
ImageCLEFmedCaption_2022_train_000975	preoperative angiographic finding focal stenosis between bilateral cavopulmonary shunt and pulmonary artery numerous collateral arise from both internal mammary artery
ImageCLEFmedCaption_2022_train_000976	attempt at selective cannulation of right coronary artery ostium use  guide catheter unsuccessful use right femoral access
ImageCLEFmedCaption_2022_train_000977	followup of angiography show no restenosis in the stent
ImageCLEFmedCaption_2022_train_000978	right coronary artery after angioplasty
ImageCLEFmedCaption_2022_train_000979	pseudoaneurysm on the right branch of the hepatic artery
ImageCLEFmedCaption_2022_train_000980	coronary angiography right anterior oblique view with a caudal projection note the single coronary ostium and the right coronary artery and leave main coronary artery originate from the solitary vessel lmca leave main coronary artery lad leave anterior descend coronary artery rca right coronary artery cx circumflex coronary artery
ImageCLEFmedCaption_2022_train_000981	venography after nitroglycerin application
ImageCLEFmedCaption_2022_train_000982	lateral angiogram demonstrate a large tubular type duct type c with aortic ao to pulmonary flow mpa the catheter can be see enter the mpa from the right ventricle a second pigtail catheter be position in the descend aorta from which contrast be deliver
ImageCLEFmedCaption_2022_train_000983	fail attempt show vague contrast spread
ImageCLEFmedCaption_2022_train_000984	completion angiography shunt exclusion after endovascular embolization by detachable coil and two plug and patency of the left internal iliac vein and inferior vena cava
ImageCLEFmedCaption_2022_train_000985	complete exclusion of arteriovenous fistula follow endovascular repair
ImageCLEFmedCaption_2022_train_000986	xray image of the perfuse porcine kidney
ImageCLEFmedCaption_2022_train_000987	percutaneous transluminal angioplasty to descend aortic coarctation
ImageCLEFmedCaption_2022_train_000988	thbe fluoroscopic image be an intraoperative fluoroscopic image after the occipital nerve stimulation trial
ImageCLEFmedCaption_2022_train_000989	stellate ganglion pulse radiofrequency ablation at  level
ImageCLEFmedCaption_2022_train_000990	successful embolization of the pseudoaneurysm with gelfoam pledget and tornado coil
ImageCLEFmedCaption_2022_train_000991	type i aberrant right gastric vein in  woman venous phase image of selective right gastric arteriography show two aberrant right gastric vein one in type i arrow and other in type iiib arrowhead
ImageCLEFmedCaption_2022_train_000992	percutaneous injection of bone cement combine with  particle implantation use a dsa machine guide
ImageCLEFmedCaption_2022_train_000993	asd closure
ImageCLEFmedCaption_2022_train_000994	preoperative aortogram with occlusion of the superior mesenteric artery and high grade stenosis of celiac and inferior mesenteric artery arrow note the markedly hypertrophied ima which collateralise with the sma via the marginal branch of drummond arrowhead and the arc of riolan
ImageCLEFmedCaption_2022_train_000995	deployment of the second  mm pda cardio ofix occluder device still attach to delivery system
ImageCLEFmedCaption_2022_train_000996	intraprocedure cerebral angiogram demonstrate microcatheter tip placement within the fusiform aneurysm and onyx embolization completion
ImageCLEFmedCaption_2022_train_000997	flouroscopic image of the stent after insertion
ImageCLEFmedCaption_2022_train_000998	anatomic variation cystic duct drain into right hepatic duct
ImageCLEFmedCaption_2022_train_000999	status postdeployment of coil in both the fistulous track angiogram show white arrow completely occlude av fistulous track with good arborization of hepatic arterial branch within the hepatic parenchyma
ImageCLEFmedCaption_2022_train_001000	leave femoral venogram show block external iliac vein the vein that reform distally pass along the right border of vertebra suggest block low end of inferior vena cava also
ImageCLEFmedCaption_2022_train_001001	dissect lesion in the proximal part of the superior mesenteric artery arrow
ImageCLEFmedCaption_2022_train_001002	coronary angiogram with leaveanterior oblique lao view partially open leave anterior descend artery lad with interventional glide wire visualize in distal portion of the artery
ImageCLEFmedCaption_2022_train_001003	second postoperative day angiogram show a complete resolution of the pouch and disappearance of the pseudoaneurysm
